resume_text,required_skills,cgpa,aptitude_score,college_tier,company_name
"mongodb, django, attention to detail, communication, leadership, node.js, ruby, python, NLP, time management","attention to detail, Azure, google cloud, go, communication",8.83,9,IIT,Microsoft
"ruby on rails, go, python, flask, DevOps, attention to detail, leadership, Cloud Computing, continuous learning, AWS","AWS, node.js, NLP, sql, TensorFlow",9.22,9,IIT,Google
"python, cassandra, node.js, TensorFlow, mentoring, ruby, analytical thinking, java, AWS, NLP","communication, ruby, NLP, mysql, time management",9.07,9,IIT,Google
"logical thinking, adaptability, continuous learning, analytical thinking, go, node.js, mongodb, ruby, sql, google cloud","postgresql, time management, django, mongodb, NLP",9.59,10,IIT,Google
"logical thinking, continuous learning, time management, DevOps, NLP, adaptability, mysql, google cloud, Spring Boot, go","React, continuous learning, DevOps, mysql, google cloud",8.24,9,IIT,Google
"leadership, sql, Spring Boot, AWS, teamwork, django, ruby on rails, NLP, java, web services","ruby on rails, flask, mongodb, ruby, javascript",8.66,10,IIT,Google
"Azure, django, DevOps, flask, Cloud Computing, Spring Boot, restful apis, TensorFlow, attention to detail, Spark","Spring Boot, Cloud Architecture, mentoring, ruby on rails, Spark",9.46,9,IIT,Google
"mysql, analytical thinking, DevOps, continuous learning, time management, go, Azure, Spark, restful apis, javascript","Spring Boot, logical thinking, javascript, node.js, continuous learning",9.45,9,IIT,Google
"django, leadership, attention to detail, node.js, google cloud, JavaScript, python, React, cassandra, collaboration","sql, logical thinking, communication, ruby on rails, collaboration",8.01,10,IIT,Google
"oracle, web services, continuous learning, JavaScript, ruby, Spark, php, ruby on rails, leadership, React","web services, continuous learning, java, JavaScript, analytical thinking",8.26,10,IIT,Google
"oracle, php, javascript, AWS, mysql, leadership, DevOps, attention to detail, Cloud Computing, flask","attention to detail, google cloud, collaboration, postgresql, oracle",8.77,9,IIT,Google
"php, mentoring, leadership, TensorFlow, web services, collaboration, continuous learning, flask, sql, Spark","flask, communication, django, web services, JavaScript",9.07,9,IIT,Google
"continuous learning, Spring Boot, Spark, java, google cloud, cassandra, DevOps, problem-solving, time management, sql","TensorFlow, javascript, analytical thinking, communication, node.js",8.13,9,IIT,Google
"google cloud, attention to detail, Spring Boot, leadership, NLP, mongodb, analytical thinking, django, Cloud Architecture, node.js","Cloud Architecture, adaptability, node.js, flask, leadership",9.72,9,IIT,Google
"javascript, time management, flask, Spark, DevOps, web services, attention to detail, restful apis, problem-solving, oracle","web services, mongodb, attention to detail, postgresql, logical thinking",8.08,10,IIT,Google
"Azure, time management, mentoring, continuous learning, restful apis, collaboration, Spring Boot, python, web services, NLP","sql, problem-solving, google cloud, adaptability, python",9.46,10,IIT,Google
"python, ruby on rails, mentoring, javascript, Azure, node.js, analytical thinking, Spark, go, JavaScript","mongodb, Cloud Computing, php, JavaScript, continuous learning",8.61,9,IIT,Google
"go, communication, continuous learning, Spring Boot, node.js, java, leadership, web services, Azure, php","ruby, mentoring, java, continuous learning, AWS",8.76,9,IIT,Google
"communication, node.js, restful apis, React, DevOps, adaptability, Spark, teamwork, AWS, mentoring","Cloud Architecture, continuous learning, Azure, communication, Spark",9.73,9,IIT,Google
"mysql, cassandra, web services, mentoring, Azure, Spark, leadership, time management, django, NLP","analytical thinking, java, mongodb, attention to detail, Spring Boot",9.15,10,IIT,Google
"go, php, React, leadership, Cloud Architecture, python, JavaScript, logical thinking, web services, mongodb","continuous learning, NLP, postgresql, Spark, django",9.35,9,IIT,Google
"DevOps, sql, collaboration, django, php, Cloud Computing, TensorFlow, continuous learning, time management, analytical thinking","logical thinking, javascript, attention to detail, web services, problem-solving",8.78,10,IIT,Google
"analytical thinking, logical thinking, JavaScript, adaptability, node.js, problem-solving, Azure, postgresql, attention to detail, Cloud Architecture","Azure, mentoring, go, mysql, Spark",8.31,9,IIT,Google
"google cloud, continuous learning, problem-solving, attention to detail, logical thinking, oracle, javascript, TensorFlow, Spring Boot, cassandra","go, Spark, AWS, oracle, mongodb",9.05,10,IIT,Google
"django, mongodb, TensorFlow, DevOps, node.js, adaptability, java, analytical thinking, JavaScript, oracle","DevOps, django, Spark, communication, java",9.36,10,IIT,Google
"leadership, restful apis, attention to detail, AWS, cassandra, mentoring, python, ruby on rails, postgresql, ruby","postgresql, ruby on rails, web services, JavaScript, cassandra",8.8,9,IIT,Google
"php, DevOps, logical thinking, python, analytical thinking, continuous learning, time management, Cloud Architecture, mysql, sql","adaptability, NLP, Spring Boot, continuous learning, communication",9.09,9,IIT,Google
"go, mentoring, analytical thinking, continuous learning, adaptability, Spark, attention to detail, communication, postgresql, JavaScript","attention to detail, Cloud Architecture, communication, cassandra, java",8.49,9,IIT,Google
"analytical thinking, adaptability, problem-solving, sql, Cloud Architecture, postgresql, Spring Boot, NLP, cassandra, mongodb","Spring Boot, TensorFlow, continuous learning, java, Spark",8.98,10,IIT,Google
"NLP, mongodb, google cloud, leadership, django, DevOps, Spring Boot, node.js, adaptability, JavaScript","python, django, php, java, collaboration",8.03,10,IIT,Google
"ruby, adaptability, postgresql, web services, node.js, java, mysql, analytical thinking, React, NLP","leadership, django, JavaScript, node.js, attention to detail",9.05,9,IIT,Google
"python, web services, cassandra, NLP, mongodb, communication, logical thinking, oracle, google cloud, ruby","Spring Boot, restful apis, adaptability, sql, go",8.65,10,IIT,Oracle
"Spring Boot, mongodb, ruby, mentoring, attention to detail, leadership, flask, analytical thinking, ruby on rails, problem-solving","sql, java, go, php, node.js",9.6,10,IIT,Oracle
"leadership, problem-solving, mysql, DevOps, continuous learning, google cloud, teamwork, Cloud Computing, ruby on rails, mentoring","mentoring, flask, web services, postgresql, JavaScript",8.51,9,IIT,Oracle
"NLP, DevOps, python, php, Cloud Computing, ruby on rails, teamwork, mentoring, time management, logical thinking","django, mentoring, php, web services, cassandra",8.01,9,IIT,Oracle
"collaboration, logical thinking, flask, django, analytical thinking, mysql, Spring Boot, teamwork, leadership, mentoring","mongodb, cassandra, django, attention to detail, continuous learning",8.76,9,IIT,Oracle
"continuous learning, leadership, TensorFlow, adaptability, django, NLP, collaboration, Azure, mongodb, teamwork","continuous learning, Spark, mongodb, attention to detail, javascript",9.03,9,IIT,Oracle
"ruby, attention to detail, NLP, Spring Boot, postgresql, sql, problem-solving, flask, mentoring, mongodb","Spark, AWS, teamwork, leadership, ruby",9.62,9,IIT,Oracle
"django, php, mentoring, teamwork, node.js, oracle, TensorFlow, Spring Boot, javascript, mongodb","php, NLP, problem-solving, adaptability, mysql",8.28,10,IIT,Oracle
"mongodb, Spark, logical thinking, analytical thinking, google cloud, adaptability, python, django, time management, problem-solving","flask, cassandra, go, oracle, Spring Boot",8.71,9,IIT,Oracle
"JavaScript, mongodb, ruby, React, mentoring, Spring Boot, mysql, Azure, leadership, django","web services, Spark, python, Cloud Architecture, Cloud Computing",9.02,9,IIT,Oracle
"Azure, go, analytical thinking, google cloud, NLP, DevOps, mongodb, problem-solving, logical thinking, python","Cloud Computing, adaptability, oracle, collaboration, DevOps",8.09,9,IIT,Oracle
"cassandra, teamwork, google cloud, mongodb, java, leadership, logical thinking, restful apis, communication, python","django, mentoring, oracle, mysql, NLP",8.55,9,IIT,Oracle
"continuous learning, go, adaptability, mysql, leadership, postgresql, collaboration, AWS, mentoring, DevOps","JavaScript, mysql, Cloud Computing, React, web services",8.21,10,IIT,Oracle
"problem-solving, google cloud, NLP, javascript, adaptability, continuous learning, php, Azure, ruby, React","attention to detail, TensorFlow, collaboration, communication, sql",8.97,9,IIT,Oracle
"restful apis, django, postgresql, Cloud Architecture, adaptability, attention to detail, mysql, Azure, oracle, DevOps","leadership, go, restful apis, Spark, python",8.51,10,IIT,Oracle
"cassandra, postgresql, TensorFlow, django, node.js, teamwork, php, mongodb, communication, java","ruby, web services, JavaScript, problem-solving, restful apis",8.73,10,IIT,Oracle
"mysql, sql, ruby on rails, collaboration, problem-solving, teamwork, continuous learning, ruby, mentoring, php","google cloud, AWS, leadership, mongodb, oracle",9.6,9,IIT,Oracle
"javascript, go, restful apis, Spring Boot, google cloud, Azure, problem-solving, flask, oracle, logical thinking","mysql, problem-solving, web services, mongodb, java",8.1,10,IIT,Oracle
"continuous learning, Cloud Architecture, django, restful apis, go, leadership, google cloud, Cloud Computing, python, ruby","web services, DevOps, sql, attention to detail, collaboration",9.02,10,IIT,Oracle
"sql, AWS, web services, continuous learning, oracle, teamwork, ruby, Azure, logical thinking, attention to detail","javascript, continuous learning, go, postgresql, oracle",8.69,9,IIT,Oracle
"AWS, sql, problem-solving, google cloud, ruby on rails, ruby, restful apis, time management, TensorFlow, php","attention to detail, ruby on rails, problem-solving, collaboration, ruby",8.95,10,IIT,Oracle
"postgresql, logical thinking, leadership, NLP, google cloud, web services, communication, javascript, Azure, python","problem-solving, Cloud Architecture, oracle, AWS, django",8.12,10,IIT,Oracle
"cassandra, problem-solving, mysql, leadership, Cloud Computing, React, DevOps, Azure, postgresql, php","leadership, sql, Azure, Cloud Architecture, continuous learning",8.64,10,IIT,Oracle
"cassandra, sql, mongodb, collaboration, java, Spark, node.js, javascript, Azure, TensorFlow","logical thinking, go, continuous learning, Spring Boot, AWS",8.19,10,IIT,Oracle
"JavaScript, web services, React, postgresql, NLP, go, oracle, Cloud Architecture, node.js, leadership","node.js, flask, Cloud Architecture, django, python",9.59,10,IIT,Oracle
"teamwork, mentoring, mongodb, DevOps, node.js, restful apis, TensorFlow, JavaScript, collaboration, React","JavaScript, python, NLP, oracle, time management",8.91,10,IIT,Oracle
"TensorFlow, Cloud Computing, logical thinking, Cloud Architecture, google cloud, postgresql, analytical thinking, node.js, restful apis, ruby on rails","node.js, NLP, restful apis, Cloud Architecture, logical thinking",9.28,10,IIT,Oracle
"go, NLP, mongodb, ruby on rails, google cloud, adaptability, logical thinking, sql, Spark, communication","postgresql, ruby on rails, Spark, analytical thinking, NLP",9.02,10,IIT,Oracle
"python, time management, communication, Azure, cassandra, mentoring, attention to detail, flask, analytical thinking, node.js","mongodb, attention to detail, node.js, leadership, django",8.27,10,IIT,Oracle
"collaboration, React, Spring Boot, php, Spark, go, postgresql, Azure, adaptability, problem-solving","mysql, logical thinking, time management, NLP, php",9.38,9,IIT,Oracle
"adaptability, leadership, php, cassandra, Cloud Architecture, analytical thinking, teamwork, web services, Cloud Computing, problem-solving","sql, time management, flask, JavaScript, DevOps",9.57,10,IIT,Dell Technologies
"go, Cloud Computing, NLP, logical thinking, cassandra, postgresql, time management, ruby, TensorFlow, analytical thinking","flask, google cloud, problem-solving, continuous learning, TensorFlow",8.71,9,IIT,Dell Technologies
"teamwork, web services, google cloud, JavaScript, python, leadership, analytical thinking, Spark, continuous learning, go","communication, problem-solving, flask, leadership, DevOps",9.25,10,IIT,Dell Technologies
"cassandra, AWS, google cloud, DevOps, oracle, leadership, django, go, mentoring, web services","TensorFlow, Spark, analytical thinking, logical thinking, problem-solving",8.13,9,IIT,Dell Technologies
"time management, ruby on rails, web services, java, postgresql, oracle, mentoring, communication, AWS, go","node.js, oracle, DevOps, teamwork, Spark",8.61,10,IIT,Dell Technologies
"communication, problem-solving, Spring Boot, attention to detail, ruby, Spark, analytical thinking, web services, leadership, continuous learning","Azure, problem-solving, restful apis, mentoring, attention to detail",8.82,9,IIT,Dell Technologies
"problem-solving, flask, JavaScript, AWS, node.js, ruby on rails, Spark, oracle, web services, communication","flask, analytical thinking, mysql, postgresql, go",8.43,10,IIT,Dell Technologies
"Spark, NLP, analytical thinking, Spring Boot, adaptability, Cloud Architecture, JavaScript, mysql, restful apis, leadership","go, Azure, oracle, analytical thinking, ruby on rails",8.07,9,IIT,Dell Technologies
"javascript, Spring Boot, web services, restful apis, node.js, flask, google cloud, problem-solving, Cloud Computing, sql","google cloud, DevOps, go, time management, php",8.62,9,IIT,Dell Technologies
"restful apis, problem-solving, Azure, sql, analytical thinking, time management, collaboration, mysql, ruby, google cloud","Cloud Architecture, continuous learning, Cloud Computing, sql, python",9.45,9,IIT,Dell Technologies
"php, Spring Boot, leadership, mysql, mentoring, postgresql, collaboration, node.js, TensorFlow, logical thinking","AWS, node.js, teamwork, leadership, mentoring",8.42,10,IIT,Dell Technologies
"collaboration, ruby on rails, php, TensorFlow, django, teamwork, problem-solving, Cloud Architecture, flask, AWS","php, web services, oracle, python, flask",8.13,9,IIT,Dell Technologies
"django, oracle, google cloud, AWS, logical thinking, ruby, NLP, mongodb, php, cassandra","Spark, mentoring, Azure, TensorFlow, time management",9.46,10,IIT,Dell Technologies
"JavaScript, Spring Boot, Azure, collaboration, sql, problem-solving, mysql, leadership, attention to detail, node.js","problem-solving, mysql, analytical thinking, TensorFlow, teamwork",9.36,10,IIT,Dell Technologies
"google cloud, ruby on rails, restful apis, collaboration, flask, JavaScript, Cloud Architecture, oracle, mentoring, javascript","django, NLP, communication, go, restful apis",8.92,9,IIT,Dell Technologies
"continuous learning, collaboration, problem-solving, oracle, mentoring, adaptability, time management, analytical thinking, java, DevOps","Cloud Computing, problem-solving, DevOps, php, Cloud Architecture",8.89,10,IIT,Dell Technologies
"mysql, Cloud Architecture, React, teamwork, Azure, collaboration, mongodb, google cloud, postgresql, Cloud Computing","sql, django, NLP, JavaScript, postgresql",9.08,9,IIT,Dell Technologies
"web services, python, NLP, AWS, adaptability, flask, sql, attention to detail, ruby, postgresql","collaboration, communication, cassandra, node.js, oracle",8.65,9,IIT,Dell Technologies
"DevOps, AWS, mysql, continuous learning, java, JavaScript, python, Spring Boot, google cloud, mongodb","logical thinking, mysql, Cloud Computing, Cloud Architecture, analytical thinking",9.39,9,IIT,Dell Technologies
"DevOps, restful apis, postgresql, oracle, Cloud Computing, Spring Boot, cassandra, mentoring, google cloud, time management","oracle, google cloud, ruby on rails, teamwork, java",9.47,9,IIT,Dell Technologies
"analytical thinking, DevOps, TensorFlow, cassandra, python, web services, Cloud Computing, oracle, javascript, NLP","google cloud, React, TensorFlow, teamwork, Cloud Computing",8.19,10,IIT,Dell Technologies
"postgresql, problem-solving, React, DevOps, go, mysql, mentoring, Cloud Computing, java, teamwork","restful apis, mysql, google cloud, sql, NLP",8.02,10,IIT,Dell Technologies
"adaptability, mysql, teamwork, java, restful apis, communication, Spark, python, continuous learning, collaboration","mentoring, mysql, java, php, oracle",9.57,10,IIT,Dell Technologies
"continuous learning, mongodb, Spark, sql, web services, node.js, DevOps, NLP, Azure, adaptability","cassandra, ruby, mysql, time management, javascript",8.53,10,IIT,Dell Technologies
"php, problem-solving, attention to detail, Cloud Computing, JavaScript, mongodb, web services, time management, restful apis, NLP","attention to detail, sql, problem-solving, teamwork, postgresql",8.83,9,IIT,Dell Technologies
"time management, mongodb, flask, NLP, Spring Boot, Azure, leadership, oracle, python, go","DevOps, django, ruby on rails, cassandra, adaptability",9.7,9,IIT,Dell Technologies
"mysql, javascript, communication, attention to detail, sql, NLP, leadership, node.js, google cloud, web services","php, attention to detail, Spring Boot, go, adaptability",9.22,9,IIT,Dell Technologies
"AWS, continuous learning, Azure, communication, analytical thinking, ruby, java, DevOps, ruby on rails, leadership","google cloud, java, postgresql, web services, TensorFlow",9.08,9,IIT,Dell Technologies
"mysql, Spark, logical thinking, cassandra, TensorFlow, oracle, sql, node.js, mentoring, go","Spark, JavaScript, django, google cloud, Azure",9,10,IIT,Dell Technologies
"Azure, teamwork, adaptability, NLP, ruby, mysql, javascript, node.js, analytical thinking, Spark","cassandra, php, TensorFlow, python, node.js",8.45,9,IIT,Dell Technologies
"time management, go, python, DevOps, node.js, Cloud Architecture, Spark, logical thinking, React, attention to detail","logical thinking, analytical thinking, python, Spring Boot, time management",8.16,9,IIT,Capgemini
"google cloud, Spark, DevOps, Cloud Architecture, cassandra, adaptability, time management, java, logical thinking, NLP","sql, oracle, React, attention to detail, analytical thinking",9.64,9,IIT,Capgemini
"Spring Boot, continuous learning, adaptability, mysql, django, google cloud, NLP, postgresql, cassandra, python","Cloud Computing, JavaScript, Azure, NLP, Spark",8.88,9,IIT,Capgemini
"continuous learning, mongodb, sql, attention to detail, mysql, ruby, web services, cassandra, javascript, java","React, Spark, Spring Boot, flask, collaboration",9.37,9,IIT,Capgemini
"Cloud Computing, teamwork, restful apis, Azure, adaptability, node.js, web services, AWS, NLP, DevOps","mongodb, web services, TensorFlow, NLP, postgresql",8.52,10,IIT,Capgemini
"JavaScript, postgresql, java, python, ruby, TensorFlow, mongodb, NLP, continuous learning, problem-solving","collaboration, sql, mysql, mongodb, ruby",9.71,9,IIT,Capgemini
"TensorFlow, analytical thinking, JavaScript, google cloud, mysql, adaptability, leadership, Spark, postgresql, NLP","mysql, Azure, restful apis, google cloud, NLP",8.85,10,IIT,Capgemini
"ruby on rails, leadership, Azure, NLP, restful apis, AWS, php, time management, web services, communication","communication, cassandra, sql, java, php",9.71,10,IIT,Capgemini
"java, Cloud Computing, django, mentoring, problem-solving, teamwork, restful apis, Azure, node.js, analytical thinking","Spring Boot, postgresql, leadership, ruby on rails, time management",8.39,9,IIT,Capgemini
"flask, go, NLP, attention to detail, ruby, JavaScript, collaboration, node.js, web services, ruby on rails","python, JavaScript, Azure, Cloud Architecture, AWS",8.15,10,IIT,Capgemini
"React, continuous learning, oracle, Spring Boot, php, flask, ruby, Spark, ruby on rails, python","node.js, Azure, web services, DevOps, cassandra",8.7,9,IIT,Capgemini
"attention to detail, Azure, Spring Boot, AWS, time management, cassandra, node.js, teamwork, python, Spark","sql, JavaScript, ruby on rails, TensorFlow, web services",9.13,9,IIT,Capgemini
"restful apis, attention to detail, DevOps, mysql, go, NLP, adaptability, java, oracle, leadership","java, JavaScript, leadership, php, logical thinking",8.97,10,IIT,Capgemini
"javascript, adaptability, Spring Boot, google cloud, analytical thinking, time management, problem-solving, AWS, logical thinking, Cloud Computing","google cloud, NLP, flask, analytical thinking, oracle",9.41,10,IIT,Capgemini
"web services, cassandra, postgresql, AWS, flask, problem-solving, mysql, analytical thinking, google cloud, oracle","communication, continuous learning, attention to detail, AWS, Spark",8.05,9,IIT,Capgemini
"TensorFlow, google cloud, mongodb, javascript, django, ruby on rails, go, attention to detail, adaptability, cassandra","collaboration, teamwork, php, mysql, DevOps",8.31,9,IIT,Capgemini
"teamwork, Cloud Architecture, problem-solving, mentoring, sql, ruby on rails, adaptability, postgresql, javascript, AWS","django, React, DevOps, attention to detail, time management",8.04,9,IIT,Capgemini
"java, python, adaptability, AWS, restful apis, teamwork, go, logical thinking, ruby on rails, collaboration","Azure, php, node.js, AWS, attention to detail",8.67,10,IIT,Capgemini
"cassandra, Cloud Architecture, communication, java, mongodb, attention to detail, AWS, Spark, TensorFlow, DevOps","attention to detail, python, continuous learning, Cloud Computing, adaptability",8.26,10,IIT,Capgemini
"mentoring, AWS, mongodb, TensorFlow, postgresql, Cloud Computing, Spring Boot, go, ruby on rails, DevOps","Cloud Computing, postgresql, Spark, web services, ruby on rails",8.97,9,IIT,Capgemini
"go, Spark, AWS, django, communication, time management, python, google cloud, mysql, Spring Boot","collaboration, google cloud, communication, NLP, mysql",9.65,10,IIT,Capgemini
"Spark, teamwork, javascript, ruby on rails, mysql, Cloud Architecture, postgresql, mentoring, JavaScript, node.js","logical thinking, NLP, Azure, django, mongodb",8.06,10,IIT,Capgemini
"go, leadership, mysql, mentoring, cassandra, django, continuous learning, ruby on rails, ruby, flask","Azure, web services, javascript, google cloud, mongodb",8.34,10,IIT,Capgemini
"NLP, communication, AWS, collaboration, leadership, flask, logical thinking, ruby on rails, python, django","oracle, ruby, problem-solving, mentoring, mongodb",9.15,10,IIT,Capgemini
"postgresql, java, sql, web services, go, node.js, Spring Boot, NLP, mongodb, continuous learning","google cloud, Spark, continuous learning, go, JavaScript",8.79,9,IIT,Capgemini
"leadership, Cloud Computing, analytical thinking, JavaScript, javascript, Spring Boot, mysql, continuous learning, Spark, AWS","problem-solving, postgresql, cassandra, adaptability, React",9.29,9,IIT,Capgemini
"Cloud Architecture, python, problem-solving, Azure, JavaScript, go, ruby, mongodb, web services, oracle","sql, JavaScript, continuous learning, leadership, javascript",9.11,10,IIT,Capgemini
"restful apis, NLP, collaboration, AWS, cassandra, Azure, go, javascript, django, postgresql","django, Azure, JavaScript, ruby, attention to detail",8.41,10,IIT,Capgemini
"mentoring, python, javascript, time management, React, google cloud, postgresql, restful apis, ruby, NLP","problem-solving, sql, postgresql, DevOps, teamwork",9.04,10,IIT,Capgemini
"oracle, ruby, mongodb, AWS, node.js, React, sql, restful apis, Spark, Azure","time management, React, continuous learning, Cloud Architecture, mentoring",8.36,10,IIT,Capgemini
